player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
William Osula,Newcastle United,F,0,0.0,7,0,0.0,15,15,30,81.08108108,6,30.0,14,17,0,14,0,0,3,1,0,3,1,33,0,0,0.04570616,0.6927,13,0,25.0,2,2,7,7,0,2,0,,9,32.14285714,0,0,0,7,1,1,2,1,333,0,0,0,0,0,0.0,0,0,0,0,27,2,0,6.573333333,0,0,0,0,0,0,0,166.5,0.0,0,7,1,1,4,4,50.0,2,1,50.0,1,8,1,15,31.25,1,20,17,37,8,0,92,3,0
Yoane Wissa,Newcastle United,F,0,0.0,26,3,100.0,35,19,54,76.05633803,7,28.0,18,13,0,13,0,3,0,0,2,5,1,35,0,0,0.54783702,1.9403,4,0,9.090909091,1,1,9,8,1,1,0,,5,22.72727273,0,0,0,17,0,2,0,4,436,4,0,0,0,0,0.0,0,0,0,0,38,2,0,6.446153846,0,1,0,0,0,0,0,436.0,0.0,0,10,1,6,5,1,12.5,3,3,100.0,2,8,1,12,25.53191489,3,47,24,71,11,0,122,1,1
Amine Adli,Bournemouth,F,2,5.0,119,2,20.0,187,112,299,76.86375321,26,50.0,26,27,1,59,1,3,5,0,17,9,7,79,0,0,1.58659656,2.5398,26,0,15.78947368,3,4,16,15,1,3,0,,64,54.7008547,1,0,1,90,6,15,2,10,1050,4,0,0,0,0,0.0,0,0,0,1,171,5,0,6.784615385,0,0,0,0,0,0,0,350.0,0.0,1,12,7,5,9,8,38.0952381,34,15,44.11764706,15,21,40,90,53.25443787,10,258,131,389,19,1,635,22,2
Eli Junior Kroupi,Bournemouth,F,1,11.11111111,80,8,57.14285714,146,90,236,72.83950617,6,26.08695652,17,26,0,48,2,3,10,0,26,14,6,69,0,1,0.98573847,5.9088,15,0,26.47058824,9,9,18,17,1,7,2,,24,31.57894737,1,0,0,88,8,19,2,14,1168,4,0,0,1,0,100.0,0,1,0,0,161,14,0,6.78,0,6,0,0,0,0,0,129.7777778,0.0,0,24,10,8,16,8,32.0,8,6,75.0,19,25,9,30,30.3030303,14,214,110,324,34,0,532,8,3
Evanilson,Bournemouth,F,0,0.0,107,3,42.85714286,187,94,281,75.53763441,40,35.39823009,73,29,0,64,2,8,10,2,23,34,8,144,0,1,1.14927125,8.168,18,0,10.34482759,6,6,35,28,7,6,0,,47,39.83050847,2,0,2,91,3,25,2,25,2206,26,0,0,0,0,0.0,0,0,0,2,201,13,0,6.644827586,0,2,0,0,0,0,0,367.6666667,0.0,0,53,5,27,21,13,48.14814815,7,3,42.85714286,25,27,3,87,37.66233766,7,258,114,372,58,0,662,27,1
Enes Ünal,Bournemouth,F,0,0.0,11,0,0.0,17,10,27,64.28571429,5,16.12903226,26,17,0,4,0,2,3,0,7,6,0,41,0,0,0.06173939,1.8547,6,0,8.333333333,1,1,2,2,0,1,0,,5,25.0,0,0,0,15,0,0,1,0,201,1,0,0,0,0,0.0,0,0,0,0,33,1,0,6.428571429,0,0,0,0,0,0,0,201.0,0.0,3,9,3,7,2,1,25.0,1,1,100.0,0,4,2,10,19.60784314,0,32,10,42,12,0,94,4,1
Ismaïla Sarr,Crystal Palace,F,1,6.25,108,7,43.75,187,83,270,71.42857143,21,28.76712329,52,20,1,62,3,6,7,7,25,37,6,119,0,2,0.66416741,7.9698,11,0,20.58823529,7,8,19,18,1,7,0,,62,48.0620155,1,0,2,108,8,14,1,20,1730,12,0,0,2,0,100.0,0,2,0,1,219,8,0,6.895,0,5,0,0,0,0,0,247.1428571,0.0,0,27,7,13,14,10,37.03703704,17,9,52.94117647,14,27,16,83,41.08910891,16,272,106,378,34,1,701,35,2
Yéremy Pino,Crystal Palace,F,13,20.0,195,30,49.18032787,305,193,498,73.02052786,19,35.18518519,35,27,1,81,10,5,18,1,17,28,27,132,0,0,4.77278057,3.9438,25,0,5.263157895,2,3,20,17,3,1,1,,67,40.85365854,0,0,2,184,7,38,0,21,1739,8,0,0,0,0,0.0,0,0,0,0,323,15,0,6.833333333,0,2,0,0,0,0,0,869.5,0.0,4,21,17,10,10,16,43.24324324,30,17,56.66666667,38,37,65,86,39.44954128,61,454,228,682,38,1,1033,21,4
Jean-Philippe Mateta,Crystal Palace,F,4,50.0,57,11,61.11111111,110,65,175,62.72401434,58,41.42857143,82,24,0,52,2,17,7,5,41,36,9,157,0,1,1.24703171,12.0786,17,0,14.54545455,8,8,23,21,2,8,0,,37,33.03571429,3,0,1,104,5,6,2,23,1944,16,0,0,3,0,100.0,0,3,0,1,219,12,0,6.7125,0,3,0,0,0,0,0,243.0,0.0,0,45,10,22,26,14,46.66666667,8,4,50.0,6,30,8,95,37.6984127,18,203,76,279,55,1,595,15,2
Edward Nketiah,Crystal Palace,F,0,0.0,20,1,50.0,35,35,70,80.45977011,8,26.66666667,22,12,0,17,1,1,6,0,10,11,3,53,0,0,0.47610932,1.77,7,0,13.33333333,2,2,12,10,2,2,0,,20,39.21568627,0,0,0,17,2,7,1,2,416,3,0,0,0,0,0.0,0,0,0,0,68,1,0,6.625,0,1,0,0,0,0,0,208.0,0.0,0,13,2,3,6,5,31.25,8,6,75.0,7,16,1,28,34.56790123,2,46,41,87,15,0,216,7,2
Brennan Johnson,Crystal Palace,F,12,23.52941176,70,8,22.85714286,118,65,183,66.06498195,12,54.54545455,10,27,1,37,1,1,5,2,22,8,10,53,0,1,0.91170525,1.8356,13,0,11.76470588,2,3,13,13,0,2,0,,34,44.15584416,0,0,0,94,3,14,0,13,1261,11,0,0,0,0,0.0,0,0,0,0,183,8,0,6.618518519,0,2,0,0,0,0,0,630.5,0.0,1,12,5,7,5,6,30.0,20,14,70.0,14,20,51,46,46.46464646,35,189,88,277,17,0,505,9,5
Odsonne Édouard,Crystal Palace,F,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0.0,0,0,0,0,0,0,0,,2,100.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0,0,0,0,1,0,0,6.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,100.0,0,0,0,2,50.0,0,0,0,0,0,0,5,1,0
Evann Guessand,Crystal Palace,F,0,0.0,59,1,50.0,99,46,145,81.92090395,10,43.47826087,13,19,2,42,2,3,1,1,9,28,5,86,1,0,0.92200842,1.5599,15,0,9.090909091,1,3,15,14,1,1,0,,57,43.84615385,0,0,1,32,5,5,0,9,896,0,0,0,0,0,0.0,0,0,0,0,124,3,0,6.547368421,0,1,0,0,0,0,0,896.0,0.0,0,11,0,4,6,13,34.21052632,24,13,54.16666667,5,38,11,67,43.79084967,2,124,53,177,11,0,397,20,0
Christantus Uche,Crystal Palace,F,0,0.0,17,1,33.33333333,25,10,35,59.3220339,8,38.0952381,13,14,0,9,0,1,2,0,3,7,4,32,0,0,0.02545913,0.492,4,0,0.0,0,0,4,3,1,0,0,,8,29.62962963,0,0,0,24,0,0,0,0,193,3,0,0,0,0,0.0,0,0,0,1,52,2,0,6.461538462,0,0,0,0,0,0,0,0.0,0.0,0,5,1,2,2,0,0.0,1,1,100.0,0,4,6,16,33.33333333,3,48,11,59,6,0,113,7,0
Jørgen Strand Larsen,Crystal Palace,F,0,0.0,84,5,35.71428571,159,90,249,65.18324607,64,41.83006536,89,28,1,29,1,4,7,2,32,22,10,175,0,0,0.67336743,4.1575,46,0,12.5,4,5,31,25,6,4,0,,29,25.2173913,1,0,1,133,4,9,0,20,1874,10,0,0,2,0,50.0,0,1,0,0,230,5,0,6.414285714,0,3,0,0,0,0,0,468.5,0.0,0,28,4,13,12,5,33.33333333,7,2,28.57142857,9,15,3,93,34.70149254,14,264,118,382,32,1,635,17,4
Noah Okafor,Leeds United,F,6,18.75,85,19,79.16666667,132,58,190,75.69721116,12,41.37931034,17,24,0,46,2,3,9,0,11,20,11,106,0,0,0.97065995,4.2223,16,0,14.81481481,4,4,24,21,3,4,0,,66,42.58064516,0,0,0,61,10,14,2,15,1303,0,0,0,0,0,0.0,0,0,0,0,214,7,0,6.829166667,0,2,0,0,0,0,0,325.75,0.0,0,20,7,8,10,33,43.42105263,20,13,65.0,14,76,32,78,42.39130435,24,181,70,251,27,1,560,13,3
Wilfried Gnonto,Leeds United,F,1,6.666666667,51,6,75.0,73,46,119,80.95238095,1,7.692307692,12,16,1,17,1,0,4,0,7,6,2,35,0,0,0.54777641,0.2751,7,0,0.0,0,1,11,11,0,0,0,,23,50.0,0,0,0,28,3,6,0,4,391,0,0,0,0,0,0.0,0,0,0,1,66,4,0,6.666666667,0,0,0,0,0,0,0,0.0,0.0,0,3,5,4,0,1,11.11111111,14,11,78.57142857,6,9,15,24,40.6779661,8,95,52,147,8,0,250,8,3
Lukas Nmecha,Leeds United,F,0,0.0,36,4,80.0,69,38,107,63.69047619,24,35.82089552,43,25,1,23,1,6,2,0,8,14,3,79,0,0,0.90676954,6.234,16,0,27.27272727,6,7,18,17,1,6,0,,22,37.93103448,0,0,0,61,3,6,1,9,893,2,0,0,3,0,66.66666667,0,2,0,0,119,6,0,6.643478261,0,5,0,0,0,0,0,148.8333333,0.0,0,21,1,6,14,2,28.57142857,8,5,62.5,6,7,7,46,36.8,5,121,47,168,22,0,320,14,0
Dominic Calvert-Lewin,Leeds United,F,1,12.5,100,4,66.66666667,144,51,195,60.37151703,97,39.59183673,148,28,1,36,2,14,6,3,26,24,4,223,0,0,0.9966737,11.5888,32,0,17.24137931,10,11,28,23,5,10,0,,46,38.01652893,3,0,3,128,2,17,1,23,2119,22,0,0,3,0,66.66666667,0,2,0,1,268,16,0,6.639285714,0,5,0,0,0,0,0,211.9,0.0,0,53,5,26,26,6,23.07692308,10,4,40.0,17,26,8,143,39.07103825,6,261,62,323,58,1,667,30,1
Joël Piroe,Leeds United,F,1,25.0,30,6,85.71428571,42,33,75,83.33333333,3,18.75,13,13,0,8,0,1,5,0,0,5,1,23,0,0,0.12653365,0.865,3,0,0.0,0,0,7,7,0,0,0,,2,16.66666667,0,0,0,15,1,1,0,2,277,1,0,0,0,0,0.0,0,0,0,0,30,2,0,6.430769231,0,0,0,0,0,0,0,0.0,0.0,0,8,3,4,2,1,33.33333333,1,1,100.0,1,3,4,5,17.85714286,7,53,37,90,11,0,132,0,0
Lorenzo Lucca,Nottingham Forest,F,0,0.0,2,0,0.0,4,2,6,46.15384615,4,50.0,4,3,0,1,0,1,0,0,3,2,0,7,0,0,0.0123707,0.7157,1,0,33.33333333,1,1,1,1,0,1,0,,2,40.0,1,0,0,7,1,1,0,1,120,1,0,0,0,0,0.0,0,0,0,0,13,0,0,6.733333333,0,0,0,0,0,0,0,120.0,0.0,0,3,0,2,1,0,0.0,0,0,0.0,1,0,0,6,46.15384615,0,10,3,13,3,0,29,2,0
Jota Silva,Nottingham Forest,F,0,0.0,1,0,0.0,2,0,2,100.0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.00125608,,0,0,0.0,0,0,0,0,0,0,0,,3,100.0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.0,0,0,0,0,2,0,0,6.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,2,1,50.0,0,0,1,3,75.0,0,2,0,2,0,0,8,1,0
Chris Wood,Nottingham Forest,F,0,0.0,18,0,0.0,34,19,53,67.08860759,11,36.66666667,19,8,0,7,0,3,0,0,5,2,4,30,0,1,0.11855246,2.7679,5,0,12.5,2,2,8,6,2,2,0,,6,35.29411765,0,0,1,26,0,3,1,7,544,3,0,0,0,0,0.0,0,0,0,0,40,3,0,6.55,0,1,0,0,0,0,0,272.0,0.0,0,16,0,10,6,1,100.0,1,1,100.0,3,1,1,17,36.17021277,1,55,24,79,16,1,125,4,0
Igor Jesus,Nottingham Forest,F,2,25.0,85,8,80.0,172,65,237,71.60120846,73,39.89071038,110,30,3,41,4,3,26,1,25,36,4,197,0,1,1.07832299,4.6565,33,0,5.454545455,3,6,31,25,6,3,0,,59,40.4109589,2,0,2,94,2,10,0,22,1817,10,0,0,0,0,0.0,0,0,0,0,239,9,0,6.516666667,0,1,0,0,0,0,0,605.6666667,0.0,0,50,5,16,13,9,31.03448276,18,11,61.11111111,10,29,8,132,40.12158055,10,252,79,331,55,0,678,33,0
Taiwo Awoniyi,Nottingham Forest,F,0,0.0,11,0,0.0,22,11,33,78.57142857,8,21.62162162,29,12,0,9,1,2,1,0,4,3,4,45,0,0,0.38721443,1.9679,7,0,20.0,2,2,2,1,1,2,0,,6,27.27272727,0,0,0,9,1,3,0,1,281,3,0,0,0,0,0.0,0,0,0,0,37,3,0,6.5,0,2,0,0,0,0,0,140.5,0.0,0,9,1,4,5,2,50.0,1,1,100.0,3,4,1,14,23.72881356,0,30,12,42,10,0,100,3,1
Arnaud Kalimuendo,Nottingham Forest,F,0,0.0,12,0,0.0,20,4,24,82.75862069,4,57.14285714,3,9,0,4,0,1,3,0,1,1,0,7,0,0,0.02799746,0.4401,2,0,0.0,0,0,3,3,0,0,0,,1,20.0,0,0,0,5,0,1,0,0,106,1,0,0,0,0,0.0,0,0,0,0,12,2,0,6.4,0,0,0,0,0,0,0,0.0,0.0,0,3,1,0,1,0,0.0,1,1,100.0,1,1,2,5,41.66666667,0,24,5,29,4,0,46,0,0
Richarlison,Tottenham Hotspur,F,0,0.0,79,8,66.66666667,110,42,152,63.33333333,50,38.46153846,80,26,3,47,3,6,12,3,41,20,10,138,0,1,1.22426195,6.2555,18,0,20.0,9,12,23,15,8,8,1,,54,48.21428571,2,0,1,88,4,16,1,15,1504,8,0,0,0,0,0.0,0,0,0,0,193,9,0,6.876923077,0,6,0,0,0,0,0,167.1111111,0.0,0,41,4,13,20,8,44.44444444,20,14,70.0,16,18,15,104,42.97520661,12,174,66,240,45,2,557,28,5
Dominic Solanke,Tottenham Hotspur,F,0,0.0,41,2,33.33333333,56,34,90,73.17073171,14,30.43478261,32,12,0,26,0,2,4,0,9,10,5,65,0,1,0.22640525,1.827,8,0,21.42857143,3,3,18,16,2,3,0,,33,50.0,0,0,0,33,3,5,1,8,780,2,0,0,0,0,0.0,0,0,0,0,90,6,0,6.766666667,0,2,0,0,0,0,0,260.0,0.0,0,13,1,2,8,10,47.61904762,17,13,76.47058824,5,21,2,47,41.96428571,6,82,41,123,14,1,267,6,1
Mathys Tel,Tottenham Hotspur,F,16,25.80645161,69,11,55.0,110,59,169,75.44642857,11,27.5,29,24,0,51,1,3,7,0,7,24,7,95,1,0,1.30997684,2.0027,12,0,11.11111111,3,3,19,16,3,3,0,,63,48.8372093,0,0,1,55,2,20,0,9,914,2,0,0,0,0,0.0,0,0,0,0,189,7,0,6.730434783,0,3,0,0,0,0,0,304.6666667,0.0,0,18,9,13,7,30,55.55555556,16,9,56.25,20,54,62,74,43.78698225,20,156,68,224,27,0,508,17,0
Wilson Odobert,Tottenham Hotspur,F,8,28.57142857,137,6,66.66666667,220,56,276,84.92307692,5,29.41176471,12,24,2,54,2,4,4,0,13,21,3,55,0,1,1.22273443,1.9016,2,0,0.0,0,2,13,9,4,0,0,,44,50.57471264,0,0,1,49,1,20,0,10,990,2,0,0,0,0,0.0,0,0,0,0,141,7,0,6.604166667,0,0,0,0,0,0,0,0.0,0.0,0,14,8,10,8,24,58.53658537,10,9,90.0,20,41,28,49,47.11538462,9,254,71,325,22,0,539,10,0
Randal Kolo Muani,Tottenham Hotspur,F,4,57.14285714,77,2,28.57142857,113,36,149,70.28301887,19,30.15873016,44,23,1,49,1,6,5,0,15,23,11,140,0,0,1.44388341,1.8231,33,0,6.666666667,1,2,26,20,6,1,0,,50,34.24657534,0,0,1,63,3,17,0,15,1235,1,0,1,0,0,0.0,0,0,0,0,178,9,0,6.460869565,0,1,0,0,0,0,0,1235.0,0.0,0,15,0,7,3,16,35.55555556,22,14,63.63636364,16,45,7,69,33.01435407,7,163,49,212,15,0,450,12,2
Dane Scarlett,Tottenham Hotspur,F,1,100.0,0,0,0.0,0,2,2,50.0,0,0.0,2,2,0,1,0,0,0,0,0,1,0,4,0,0,0.0062345,,1,0,0.0,0,0,0,0,0,0,0,,0,0.0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,5,0,0,6.45,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1,0,0.0,0,1,3,4,0,0,9,0,0
Callum Wilson,West Ham United,F,1,25.0,42,1,25.0,64,20,84,63.63636364,16,28.57142857,40,25,1,25,0,6,8,0,3,14,5,77,0,0,0.3846784,6.5493,10,0,15.625,5,6,19,17,2,4,1,,26,41.26984127,2,0,0,48,3,7,2,10,1053,8,0,0,0,0,0.0,0,0,0,0,121,8,0,6.624,0,1,0,0,0,0,0,210.6,0.0,0,28,4,12,12,11,57.89473684,3,1,33.33333333,7,19,4,42,35.29411765,4,102,30,132,32,2,305,12,0
Valentín Castellanos,West Ham United,F,1,20.0,46,0,0.0,72,35,107,66.04938272,13,36.11111111,23,11,0,18,1,4,5,1,13,9,3,62,0,0,0.53154829,2.6683,19,0,9.090909091,2,2,13,12,1,2,0,,17,30.35714286,2,0,0,55,1,9,0,11,866,7,0,0,0,0,0.0,0,0,0,0,98,4,0,6.536363636,0,0,0,0,0,0,0,433.0,0.0,0,20,2,9,8,2,20.0,5,4,80.0,9,10,5,30,32.60869565,4,116,46,162,22,0,280,10,2
Adama Traoré,West Ham United,F,4,19.04761905,41,1,33.33333333,55,19,74,77.89473684,1,7.142857143,13,22,0,14,1,0,3,0,2,11,2,38,0,0,0.56992261,0.3477,7,0,0.0,0,0,11,10,1,0,0,,21,45.65217391,0,0,0,21,0,3,0,1,422,5,0,0,0,0,0.0,0,0,0,0,72,2,0,6.510526316,0,0,0,0,0,0,0,0.0,0.0,0,6,0,2,1,12,60.0,1,1,100.0,3,20,21,22,36.66666667,3,73,22,95,6,0,193,8,1
Pablo Felipe,West Ham United,F,0,0.0,23,1,33.33333333,46,32,78,75.0,12,36.36363636,21,7,0,17,0,1,2,0,6,9,3,48,0,0,0.08909455,0.5397,12,0,0.0,0,0,7,6,1,0,0,,20,42.55319149,0,0,0,26,4,5,0,5,407,0,0,0,0,0,0.0,0,0,0,0,50,1,0,6.4,0,0,0,0,0,0,0,0.0,0.0,0,6,0,4,0,5,62.5,11,6,54.54545455,5,8,0,32,40.0,3,66,38,104,6,0,182,5,0
Callum Marshall,West Ham United,F,0,0.0,0,0,0.0,1,1,2,50.0,1,25.0,3,2,0,1,0,1,0,0,0,2,0,6,0,0,0.00013167,0.1288,0,0,0.0,0,0,2,2,0,0,0,,1,25.0,0,0,0,2,2,0,0,0,58,1,0,0,0,0,0.0,0,0,0,0,8,0,0,6.35,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,1,50.0,0,0,0.0,0,2,0,2,25.0,0,3,1,4,1,0,17,0,0
Niclas Füllkrug,West Ham United,F,0,0.0,18,1,50.0,38,19,57,61.29032258,18,36.0,32,8,0,10,0,1,2,0,4,6,1,48,0,0,0.22563074,0.9172,11,0,0.0,0,0,11,11,0,0,0,,3,15.78947368,0,0,0,36,2,7,0,5,408,3,0,0,0,0,0.0,0,0,0,0,51,2,0,6.1875,0,0,0,0,0,0,0,0.0,0.0,0,9,0,4,3,0,0.0,2,1,50.0,7,0,0,21,30.43478261,2,72,21,93,9,0,144,1,0
Zian Flemming,Burnley,F,1,33.33333333,51,7,53.84615385,95,36,131,65.82914573,50,43.85964912,64,22,0,24,0,8,10,0,24,13,4,117,0,0,0.30912584,6.0202,31,0,21.05263158,8,8,22,21,1,7,1,,30,36.14457831,3,0,0,68,5,8,1,14,1222,2,0,0,2,0,100.0,0,2,0,0,140,1,0,6.768181818,0,4,0,0,0,0,0,152.75,0.0,1,30,8,12,16,3,30.0,10,6,60.0,8,10,3,80,40.60913706,13,154,45,199,38,1,423,17,3
Loum Tchaouna,Burnley,F,4,22.22222222,67,10,76.92307692,122,57,179,74.58333333,13,40.625,19,23,0,23,0,1,4,0,8,11,14,60,0,2,0.69158455,0.9393,4,0,6.25,1,1,15,13,2,0,1,,29,41.42857143,0,0,3,61,2,5,1,9,891,1,0,0,0,0,0.0,0,0,0,0,126,3,0,6.552173913,0,0,0,0,0,0,0,891.0,0.0,2,7,9,5,7,4,25.0,14,7,50.0,5,16,18,42,41.17647059,13,165,75,240,16,0,403,12,1
Jacob Bruun Larsen,Burnley,F,7,17.94871795,98,3,30.0,153,63,216,81.50943396,9,34.61538462,17,23,1,29,2,2,6,0,13,10,5,58,0,0,1.07406984,1.3572,1,0,0.0,0,1,26,24,2,0,0,,22,34.92063492,0,0,1,49,6,11,0,10,970,3,0,0,0,0,0.0,0,0,0,0,138,4,0,6.52173913,0,0,0,0,0,0,0,0.0,0.0,5,8,8,6,4,10,28.57142857,12,4,33.33333333,11,35,39,31,34.83146067,10,194,71,265,16,0,463,0,0
Lyle Foster,Burnley,F,1,16.66666667,73,6,50.0,134,51,185,70.34220532,27,28.42105263,68,23,2,37,2,3,7,0,19,26,8,132,0,0,0.47419987,3.038,21,0,16.66666667,3,5,27,26,1,3,0,,36,36.0,0,0,0,78,4,10,1,15,1307,11,0,0,0,0,0.0,0,0,0,0,173,7,0,6.5,0,2,0,0,0,0,0,435.6666667,0.0,0,13,5,6,5,10,47.61904762,14,10,71.42857143,10,21,6,63,32.30769231,12,199,64,263,18,0,488,13,4
Jaydon Banel,Burnley,F,0,0.0,3,0,0.0,3,1,4,100.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0.00239017,,1,0,0.0,0,0,0,0,0,0,0,,1,33.33333333,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,0,0,2,0,0,6.4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,1,25.0,0,3,1,4,0,0,7,1,0
Armando Broja,Burnley,F,0,0.0,46,1,100.0,70,22,92,69.17293233,33,30.8411215,74,20,1,25,1,3,8,0,8,20,5,125,0,0,0.13572765,2.1458,12,0,6.25,1,2,25,21,4,1,0,,27,34.61538462,1,0,0,41,3,4,0,8,829,5,0,0,0,0,0.0,0,0,0,0,110,6,0,6.395,0,0,0,0,0,0,0,829.0,0.0,0,15,1,2,6,7,33.33333333,6,3,50.0,4,21,2,60,32.43243243,1,103,30,133,16,0,297,14,0
Mateus Mané,Wolverhampton,F,15,30.0,83,6,26.08695652,147,80,227,78.27586207,7,25.92592593,20,20,1,52,2,0,5,3,21,28,12,115,0,1,1.65710416,1.3625,21,0,6.666666667,2,3,20,19,1,0,2,,72,43.11377246,0,0,1,63,4,15,0,14,1291,1,0,1,0,0,0.0,0,0,0,2,218,7,0,6.83,0,2,0,0,0,0,0,645.5,0.0,2,8,22,13,12,19,34.54545455,17,8,47.05882353,14,55,50,79,40.72164948,23,191,99,290,30,1,641,36,0
Adam Armstrong,Wolverhampton,F,0,0.0,29,0,0.0,44,18,62,72.09302326,4,26.66666667,11,7,2,11,2,1,1,1,8,4,2,29,0,0,0.63590446,0.6142,8,0,20.0,1,3,7,7,0,0,1,,11,37.93103448,0,0,1,24,2,5,0,7,569,1,0,0,0,0,0.0,0,0,0,0,52,2,0,6.614285714,0,1,0,0,0,0,0,569.0,0.0,0,2,3,3,1,6,54.54545455,3,3,100.0,5,11,2,15,34.09090909,2,62,24,86,5,0,152,2,3
Hee-Chan Hwang,Wolverhampton,F,3,17.64705882,81,11,61.11111111,142,93,235,76.2987013,5,38.46153846,8,20,1,38,1,2,3,0,14,8,5,56,2,1,0.92897071,2.1107,22,0,13.33333333,2,3,22,20,2,2,0,,30,38.46153846,0,0,0,73,8,10,1,15,1155,8,0,0,1,0,100.0,0,1,0,0,144,3,0,6.605,0,1,0,0,0,0,0,577.5,0.0,1,9,6,6,6,8,36.36363636,8,3,37.5,10,22,17,35,38.46153846,18,192,116,308,15,0,490,14,3
Tolu Arokodare,Wolverhampton,F,0,0.0,50,1,16.66666667,102,49,151,62.39669421,81,48.79518072,85,27,1,24,1,8,7,1,35,21,1,134,0,0,0.41710281,4.6159,16,0,7.692307692,3,4,25,21,4,3,0,,37,43.02325581,2,0,1,91,5,11,0,12,1260,6,0,0,1,0,0.0,0,0,0,0,199,6,0,6.561538462,0,1,0,0,0,0,0,420.0,0.0,1,33,6,19,13,18,58.06451613,6,4,66.66666667,11,31,0,118,46.82539683,6,169,73,242,39,0,529,13,1
Saa Kalajdi?,Wolverhampton,F,0,0.0,1,0,0.0,2,2,4,80.0,2,66.66666667,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0.0135397,,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,0,0,0,1,1,0,0,0,14,0,0,0,0,0,0.0,0,0,0,0,4,1,0,6.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,2,40.0,0,3,2,5,0,0,11,0,0
